"class_code","group"
"G01R  31/2822","IPC3"
"G01R  31/28221","IPC3"
"G01R  31/28222","IPC3"
"G01R  31/28223","IPC3"
"G01R  31/28224","IPC3"
"G01R  31/28225","IPC3"
"G01R  31/28226","IPC3"
"G01R  31/28227","IPC3"
"G01R  31/28228","IPC3"
"G01R  31/28229","IPC3"
"G01R  31/2823","IPC3"
"G01R  31/28231","IPC3"
"G01R  31/28232","IPC3"
"G01R  31/28233","IPC3"
"G01R  31/28234","IPC3"
"G01R  31/28235","IPC3"
"G01R  31/28236","IPC3"
"G01R  31/28237","IPC3"
"G01R  31/28238","IPC3"
"G01R  31/28239","IPC3"
"G01R  31/2824","IPC3"
"G01R  31/28241","IPC3"
"G01R  31/28242","IPC3"
"G01R  31/28243","IPC3"
"G01R  31/28244","IPC3"
"G01R  31/28245","IPC3"
"G01R  31/28246","IPC3"
"G01R  31/28247","IPC3"
"G01R  31/28248","IPC3"
"G01R  31/28249","IPC3"
"G01R  31/2825","IPC3"
"G01R  31/28251","IPC3"
"G01R  31/28252","IPC3"
"G01R  31/28253","IPC3"
"G01R  31/28254","IPC3"
"G01R  31/28255","IPC3"
"G01R  31/28256","IPC3"
"G01R  31/28257","IPC3"
"G01R  31/28258","IPC3"
"G01R  31/28259","IPC3"
"G01R  31/2826","IPC3"
"G01R  31/28261","IPC3"
"G01R  31/28262","IPC3"
"G01R  31/28263","IPC3"
"G01R  31/28264","IPC3"
"G01R  31/28265","IPC3"
"G01R  31/28266","IPC3"
"G01R  31/28267","IPC3"
"G01R  31/28268","IPC3"
"G01R  31/28269","IPC3"
"G01R  31/2827","IPC3"
"G01R  31/28271","IPC3"
"G01R  31/28272","IPC3"
"G01R  31/28273","IPC3"
"G01R  31/28274","IPC3"
"G01R  31/28275","IPC3"
"G01R  31/28276","IPC3"
"G01R  31/28277","IPC3"
"G01R  31/28278","IPC3"
"G01R  31/28279","IPC3"
"G01R  31/2828","IPC3"
"G01R  31/28281","IPC3"
"G01R  31/28282","IPC3"
"G01R  31/28283","IPC3"
"G01R  31/28284","IPC3"
"G01R  31/28285","IPC3"
"G01R  31/28286","IPC3"
"G01R  31/28287","IPC3"
"G01R  31/28288","IPC3"
"G01R  31/28289","IPC3"
"G01R  31/2829","IPC3"
"G01R  31/28291","IPC3"
"G01R  31/28292","IPC3"
"G01R  31/28293","IPC3"
"G01R  31/28294","IPC3"
"G01R  31/28295","IPC3"
"G01R  31/28296","IPC3"
"G01R  31/28297","IPC3"
"G01R  31/28298","IPC3"
"G01R  31/28299","IPC3"
"G01R  31/283","IPC3"
"G01R  31/28301","IPC3"
"G01R  31/28302","IPC3"
"G01R  31/28303","IPC3"
"G01R  31/28304","IPC3"
"G01R  31/28305","IPC3"
"G01R  31/28306","IPC3"
"G01R  31/28307","IPC3"
"G01R  31/28308","IPC3"
"G01R  31/28309","IPC3"
"G01R  31/2831","IPC3"
"G01R  31/28311","IPC3"
"G01R  31/28312","IPC3"
"G01R  31/28313","IPC3"
"G01R  31/28314","IPC3"
"G01R  31/28315","IPC3"
"G01R  31/28316","IPC3"
"G01R  31/28317","IPC3"
"G01R  31/28318","IPC3"
"G01R  31/28319","IPC3"
"G01R  31/2832","IPC3"
"G01R  31/28321","IPC3"
"G01R  31/28322","IPC3"
"G01R  31/28323","IPC3"
"G01R  31/28324","IPC3"
"G01R  31/28325","IPC3"
"G01R  31/28326","IPC3"
"G01R  31/28327","IPC3"
"G01R  31/28328","IPC3"
"G01R  31/28329","IPC3"
"G01R  31/2833","IPC3"
"G01R  31/28331","IPC3"
"G01R  31/28332","IPC3"
"G01R  31/28333","IPC3"
"G01R  31/28334","IPC3"
"G01R  31/28335","IPC3"
"G01R  31/28336","IPC3"
"G01R  31/28337","IPC3"
"G01R  31/28338","IPC3"
"G01R  31/28339","IPC3"
"G01R  31/2834","IPC3"
"G01R  31/28341","IPC3"
"G01R  31/28342","IPC3"
"G01R  31/28343","IPC3"
"G01R  31/28344","IPC3"
"G01R  31/28345","IPC3"
"G01R  31/28346","IPC3"
"G01R  31/28347","IPC3"
"G01R  31/28348","IPC3"
"G01R  31/28349","IPC3"
"G01R  31/2835","IPC3"
"G01R  31/28351","IPC3"
"G01R  31/28352","IPC3"
"G01R  31/28353","IPC3"
"G01R  31/28354","IPC3"
"G01R  31/28355","IPC3"
"G01R  31/28356","IPC3"
"G01R  31/28357","IPC3"
"G01R  31/28358","IPC3"
"G01R  31/28359","IPC3"
"G01R  31/2836","IPC3"
"G01R  31/28361","IPC3"
"G01R  31/28362","IPC3"
"G01R  31/28363","IPC3"
"G01R  31/28364","IPC3"
"G01R  31/28365","IPC3"
"G01R  31/28366","IPC3"
"G01R  31/28367","IPC3"
"G01R  31/28368","IPC3"
"G01R  31/28369","IPC3"
"G01R  31/2837","IPC3"
"G01R  31/28371","IPC3"
"G01R  31/28372","IPC3"
"G01R  31/28373","IPC3"
"G01R  31/28374","IPC3"
"G01R  31/28375","IPC3"
"G01R  31/28376","IPC3"
"G01R  31/28377","IPC3"
"G01R  31/28378","IPC3"
"G01R  31/28379","IPC3"
"G01R  31/2838","IPC3"
"G01R  31/28381","IPC3"
"G01R  31/28382","IPC3"
"G01R  31/28383","IPC3"
"G01R  31/28384","IPC3"
"G01R  31/28385","IPC3"
"G01R  31/28386","IPC3"
"G01R  31/28387","IPC3"
"G01R  31/28388","IPC3"
"G01R  31/28389","IPC3"
"G01R  31/2839","IPC3"
"G01R  31/28391","IPC3"
"G01R  31/28392","IPC3"
"G01R  31/28393","IPC3"
"G01R  31/28394","IPC3"
"G01R  31/28395","IPC3"
"G01R  31/28396","IPC3"
"G01R  31/28397","IPC3"
"G01R  31/28398","IPC3"
"G01R  31/28399","IPC3"
"G01R  31/284","IPC3"
"G01R  31/28401","IPC3"
"G01R  31/28402","IPC3"
"G01R  31/28403","IPC3"
"G01R  31/28404","IPC3"
"G01R  31/28405","IPC3"
"G01R  31/28406","IPC3"
"G01R  31/28407","IPC3"
"G01R  31/28408","IPC3"
"G01R  31/28409","IPC3"
"G01R  31/2841","IPC3"
"G01R  31/28411","IPC3"
"G01R  31/28412","IPC3"
"G01R  31/28413","IPC3"
"G01R  31/28414","IPC3"
"G01R  31/28415","IPC3"
"G01R  31/28416","IPC3"
"G01R  31/28417","IPC3"
"G01R  31/28418","IPC3"
"G01R  31/28419","IPC3"
"G01R  31/2842","IPC3"
"G01R  31/28421","IPC3"
"G01R  31/28422","IPC3"
"G01R  31/28423","IPC3"
"G01R  31/28424","IPC3"
"G01R  31/28425","IPC3"
"G01R  31/28426","IPC3"
"G01R  31/28427","IPC3"
"G01R  31/28428","IPC3"
"G01R  31/28429","IPC3"
"G01R  31/2843","IPC3"
"G01R  31/28431","IPC3"
"G01R  31/28432","IPC3"
"G01R  31/28433","IPC3"
"G01R  31/28434","IPC3"
"G01R  31/28435","IPC3"
"G01R  31/28436","IPC3"
"G01R  31/28437","IPC3"
"G01R  31/28438","IPC3"
"G01R  31/28439","IPC3"
"G01R  31/2844","IPC3"
"G01R  31/28441","IPC3"
"G01R  31/28442","IPC3"
"G01R  31/28443","IPC3"
"G01R  31/28444","IPC3"
"G01R  31/28445","IPC3"
"G01R  31/28446","IPC3"
"G01R  31/28447","IPC3"
"G01R  31/28448","IPC3"
"G01R  31/28449","IPC3"
"G01R  31/2845","IPC3"
"G01R  31/28451","IPC3"
"G01R  31/28452","IPC3"
"G01R  31/28453","IPC3"
"G01R  31/28454","IPC3"
"G01R  31/28455","IPC3"
"G01R  31/28456","IPC3"
"G01R  31/28457","IPC3"
"G01R  31/28458","IPC3"
"G01R  31/28459","IPC3"
"G01R  31/2846","IPC3"
"G01R  31/28461","IPC3"
"G01R  31/28462","IPC3"
"G01R  31/28463","IPC3"
"G01R  31/28464","IPC3"
"G01R  31/28465","IPC3"
"G01R  31/28466","IPC3"
"G01R  31/28467","IPC3"
"G01R  31/28468","IPC3"
"G01R  31/28469","IPC3"
"G01R  31/2847","IPC3"
"G01R  31/28471","IPC3"
"G01R  31/28472","IPC3"
"G01R  31/28473","IPC3"
"G01R  31/28474","IPC3"
"G01R  31/28475","IPC3"
"G01R  31/28476","IPC3"
"G01R  31/28477","IPC3"
"G01R  31/28478","IPC3"
"G01R  31/28479","IPC3"
"G01R  31/2848","IPC3"
"G01R  31/28481","IPC3"
"G01R  31/28482","IPC3"
"G01R  31/28483","IPC3"
"G01R  31/28484","IPC3"
"G01R  31/28485","IPC3"
"G01R  31/28486","IPC3"
"G01R  31/28487","IPC3"
"G01R  31/28488","IPC3"
"G01R  31/28489","IPC3"
"G01R  31/2849","IPC3"
"G01R  31/28491","IPC3"
"G01R  31/28492","IPC3"
"G01R  31/28493","IPC3"
"G01R  31/28494","IPC3"
"G01R  31/28495","IPC3"
"G01R  31/28496","IPC3"
"G01R  31/28497","IPC3"
"G01R  31/28498","IPC3"
"G01R  31/28499","IPC3"
"G01R  31/285","IPC3"
"G01R  31/28501","IPC3"
"G01R  31/28502","IPC3"
"G01R  31/28503","IPC3"
"G01R  31/28504","IPC3"
"G01R  31/28505","IPC3"
"G01R  31/28506","IPC3"
"G01R  31/28507","IPC3"
"G01R  31/28508","IPC3"
"G01R  31/28509","IPC3"
"G01R  31/2851","IPC3"
"G01R  31/28511","IPC3"
"G01R  31/28512","IPC3"
"G01R  31/28513","IPC3"
"G01R  31/28514","IPC3"
"G01R  31/28515","IPC3"
"G01R  31/28516","IPC3"
"G01R  31/28517","IPC3"
"G01R  31/28518","IPC3"
"G01R  31/28519","IPC3"
"G01R  31/2852","IPC3"
"G01R  31/28521","IPC3"
"G01R  31/28522","IPC3"
"G01R  31/28523","IPC3"
"G01R  31/28524","IPC3"
"G01R  31/28525","IPC3"
"G01R  31/28526","IPC3"
"G01R  31/28527","IPC3"
"G01R  31/28528","IPC3"
"G01R  31/28529","IPC3"
"G01R  31/2853","IPC3"
"G01R  31/28531","IPC3"
"G01R  31/28532","IPC3"
"G01R  31/28533","IPC3"
"G01R  31/28534","IPC3"
"G01R  31/28535","IPC3"
"G01R  31/28536","IPC3"
"G01R  31/28537","IPC3"
"G01R  31/28538","IPC3"
"G01R  31/28539","IPC3"
"G01R  31/2854","IPC3"
"G01R  31/28541","IPC3"
"G01R  31/28542","IPC3"
"G01R  31/28543","IPC3"
"G01R  31/28544","IPC3"
"G01R  31/28545","IPC3"
"G01R  31/28546","IPC3"
"G01R  31/28547","IPC3"
"G01R  31/28548","IPC3"
"G01R  31/28549","IPC3"
"G01R  31/2855","IPC3"
"G01R  31/28551","IPC3"
"G01R  31/28552","IPC3"
"G01R  31/28553","IPC3"
"G01R  31/28554","IPC3"
"G01R  31/28555","IPC3"
"G01R  31/28556","IPC3"
"G01R  31/28557","IPC3"
"G01R  31/28558","IPC3"
"G01R  31/28559","IPC3"
"G01R  31/2856","IPC3"
"G01R  31/28561","IPC3"
"G01R  31/28562","IPC3"
"G01R  31/28563","IPC3"
"G01R  31/28564","IPC3"
"G01R  31/28565","IPC3"
"G01R  31/28566","IPC3"
"G01R  31/28567","IPC3"
"G01R  31/28568","IPC3"
"G01R  31/28569","IPC3"
"G01R  31/2857","IPC3"
"G01R  31/28571","IPC3"
"G01R  31/28572","IPC3"
"G01R  31/28573","IPC3"
"G01R  31/28574","IPC3"
"G01R  31/28575","IPC3"
"G01R  31/28576","IPC3"
"G01R  31/28577","IPC3"
"G01R  31/28578","IPC3"
"G01R  31/28579","IPC3"
"G01R  31/2858","IPC3"
"G01R  31/28581","IPC3"
"G01R  31/28582","IPC3"
"G01R  31/28583","IPC3"
"G01R  31/28584","IPC3"
"G01R  31/28585","IPC3"
"G01R  31/28586","IPC3"
"G01R  31/28587","IPC3"
"G01R  31/28588","IPC3"
"G01R  31/28589","IPC3"
"G01R  31/2859","IPC3"
"G01R  31/28591","IPC3"
"G01R  31/28592","IPC3"
"G01R  31/28593","IPC3"
"G01R  31/28594","IPC3"
"G01R  31/28595","IPC3"
"G01R  31/28596","IPC3"
"G01R  31/28597","IPC3"
"G01R  31/28598","IPC3"
"G01R  31/28599","IPC3"
"G01R  31/286","IPC3"
"G01R  31/28601","IPC3"
"G01R  31/28602","IPC3"
"G01R  31/28603","IPC3"
"G01R  31/28604","IPC3"
"G01R  31/28605","IPC3"
"G01R  31/28606","IPC3"
"G01R  31/28607","IPC3"
"G01R  31/28608","IPC3"
"G01R  31/28609","IPC3"
"G01R  31/2861","IPC3"
"G01R  31/28611","IPC3"
"G01R  31/28612","IPC3"
"G01R  31/28613","IPC3"
"G01R  31/28614","IPC3"
"G01R  31/28615","IPC3"
"G01R  31/28616","IPC3"
"G01R  31/28617","IPC3"
"G01R  31/28618","IPC3"
"G01R  31/28619","IPC3"
"G01R  31/2862","IPC3"
"G01R  31/28621","IPC3"
"G01R  31/28622","IPC3"
"G01R  31/28623","IPC3"
"G01R  31/28624","IPC3"
"G01R  31/28625","IPC3"
"G01R  31/28626","IPC3"
"G01R  31/28627","IPC3"
"G01R  31/28628","IPC3"
"G01R  31/28629","IPC3"
"G01R  31/2863","IPC3"
"G01R  31/28631","IPC3"
"G01R  31/28632","IPC3"
"G01R  31/28633","IPC3"
"G01R  31/28634","IPC3"
"G01R  31/28635","IPC3"
"G01R  31/28636","IPC3"
"G01R  31/28637","IPC3"
"G01R  31/28638","IPC3"
"G01R  31/28639","IPC3"
"G01R  31/2864","IPC3"
"G01R  31/28641","IPC3"
"G01R  31/28642","IPC3"
"G01R  31/28643","IPC3"
"G01R  31/28644","IPC3"
"G01R  31/28645","IPC3"
"G01R  31/28646","IPC3"
"G01R  31/28647","IPC3"
"G01R  31/28648","IPC3"
"G01R  31/28649","IPC3"
"G01R  31/2865","IPC3"
"G01R  31/28651","IPC3"
"G01R  31/28652","IPC3"
"G01R  31/28653","IPC3"
"G01R  31/28654","IPC3"
"G01R  31/28655","IPC3"
"G01R  31/28656","IPC3"
"G01R  31/28657","IPC3"
"G01R  31/28658","IPC3"
"G01R  31/28659","IPC3"
"G01R  31/2866","IPC3"
"G01R  31/28661","IPC3"
"G01R  31/28662","IPC3"
"G01R  31/28663","IPC3"
"G01R  31/28664","IPC3"
"G01R  31/28665","IPC3"
"G01R  31/28666","IPC3"
"G01R  31/28667","IPC3"
"G01R  31/28668","IPC3"
"G01R  31/28669","IPC3"
"G01R  31/2867","IPC3"
"G01R  31/28671","IPC3"
"G01R  31/28672","IPC3"
"G01R  31/28673","IPC3"
"G01R  31/28674","IPC3"
"G01R  31/28675","IPC3"
"G01R  31/28676","IPC3"
"G01R  31/28677","IPC3"
"G01R  31/28678","IPC3"
"G01R  31/28679","IPC3"
"G01R  31/2868","IPC3"
"G01R  31/28681","IPC3"
"G01R  31/28682","IPC3"
"G01R  31/28683","IPC3"
"G01R  31/28684","IPC3"
"G01R  31/28685","IPC3"
"G01R  31/28686","IPC3"
"G01R  31/28687","IPC3"
"G01R  31/28688","IPC3"
"G01R  31/28689","IPC3"
"G01R  31/2869","IPC3"
"G01R  31/28691","IPC3"
"G01R  31/28692","IPC3"
"G01R  31/28693","IPC3"
"G01R  31/28694","IPC3"
"G01R  31/28695","IPC3"
"G01R  31/28696","IPC3"
"G01R  31/28697","IPC3"
"G01R  31/28698","IPC3"
"G01R  31/28699","IPC3"
"G01R  31/287","IPC3"
"G01R  31/28701","IPC3"
"G01R  31/28702","IPC3"
"G01R  31/28703","IPC3"
"G01R  31/28704","IPC3"
"G01R  31/28705","IPC3"
"G01R  31/28706","IPC3"
"G01R  31/28707","IPC3"
"G01R  31/28708","IPC3"
"G01R  31/28709","IPC3"
"G01R  31/2871","IPC3"
"G01R  31/28711","IPC3"
"G01R  31/28712","IPC3"
"G01R  31/28713","IPC3"
"G01R  31/28714","IPC3"
"G01R  31/28715","IPC3"
"G01R  31/28716","IPC3"
"G01R  31/28717","IPC3"
"G01R  31/28718","IPC3"
"G01R  31/28719","IPC3"
"G01R  31/2872","IPC3"
"G01R  31/28721","IPC3"
"G01R  31/28722","IPC3"
"G01R  31/28723","IPC3"
"G01R  31/28724","IPC3"
"G01R  31/28725","IPC3"
"G01R  31/28726","IPC3"
"G01R  31/28727","IPC3"
"G01R  31/28728","IPC3"
"G01R  31/28729","IPC3"
"G01R  31/2873","IPC3"
"G01R  31/28731","IPC3"
"G01R  31/28732","IPC3"
"G01R  31/28733","IPC3"
"G01R  31/28734","IPC3"
"G01R  31/28735","IPC3"
"G01R  31/28736","IPC3"
"G01R  31/28737","IPC3"
"G01R  31/28738","IPC3"
"G01R  31/28739","IPC3"
"G01R  31/2874","IPC3"
"G01R  31/28741","IPC3"
"G01R  31/28742","IPC3"
"G01R  31/28743","IPC3"
"G01R  31/28744","IPC3"
"G01R  31/28745","IPC3"
"G01R  31/28746","IPC3"
"G01R  31/28747","IPC3"
"G01R  31/28748","IPC3"
"G01R  31/28749","IPC3"
"G01R  31/2875","IPC3"
"G01R  31/28751","IPC3"
"G01R  31/28752","IPC3"
"G01R  31/28753","IPC3"
"G01R  31/28754","IPC3"
"G01R  31/28755","IPC3"
"G01R  31/28756","IPC3"
"G01R  31/28757","IPC3"
"G01R  31/28758","IPC3"
"G01R  31/28759","IPC3"
"G01R  31/2876","IPC3"
"G01R  31/28761","IPC3"
"G01R  31/28762","IPC3"
"G01R  31/28763","IPC3"
"G01R  31/28764","IPC3"
"G01R  31/28765","IPC3"
"G01R  31/28766","IPC3"
"G01R  31/28767","IPC3"
"G01R  31/28768","IPC3"
"G01R  31/28769","IPC3"
"G01R  31/2877","IPC3"
"G01R  31/28771","IPC3"
"G01R  31/28772","IPC3"
"G01R  31/28773","IPC3"
"G01R  31/28774","IPC3"
"G01R  31/28775","IPC3"
"G01R  31/28776","IPC3"
"G01R  31/28777","IPC3"
"G01R  31/28778","IPC3"
"G01R  31/28779","IPC3"
"G01R  31/2878","IPC3"
"G01R  31/28781","IPC3"
"G01R  31/28782","IPC3"
"G01R  31/28783","IPC3"
"G01R  31/28784","IPC3"
"G01R  31/28785","IPC3"
"G01R  31/28786","IPC3"
"G01R  31/28787","IPC3"
"G01R  31/28788","IPC3"
"G01R  31/28789","IPC3"
"G01R  31/2879","IPC3"
"G01R  31/28791","IPC3"
"G01R  31/28792","IPC3"
"G01R  31/28793","IPC3"
"G01R  31/28794","IPC3"
"G01R  31/28795","IPC3"
"G01R  31/28796","IPC3"
"G01R  31/28797","IPC3"
"G01R  31/28798","IPC3"
"G01R  31/28799","IPC3"
"G01R  31/288","IPC3"
"G01R  31/28801","IPC3"
"G01R  31/28802","IPC3"
"G01R  31/28803","IPC3"
"G01R  31/28804","IPC3"
"G01R  31/28805","IPC3"
"G01R  31/28806","IPC3"
"G01R  31/28807","IPC3"
"G01R  31/28808","IPC3"
"G01R  31/28809","IPC3"
"G01R  31/2881","IPC3"
"G01R  31/28811","IPC3"
"G01R  31/28812","IPC3"
"G01R  31/28813","IPC3"
"G01R  31/28814","IPC3"
"G01R  31/28815","IPC3"
"G01R  31/28816","IPC3"
"G01R  31/28817","IPC3"
"G01R  31/28818","IPC3"
"G01R  31/28819","IPC3"
"G01R  31/2882","IPC3"
"G01R  31/28821","IPC3"
"G01R  31/28822","IPC3"
"G01R  31/28823","IPC3"
"G01R  31/28824","IPC3"
"G01R  31/28825","IPC3"
"G01R  31/28826","IPC3"
"G01R  31/28827","IPC3"
"G01R  31/28828","IPC3"
"G01R  31/28829","IPC3"
"G01R  31/2883","IPC3"
"G01R  31/28831","IPC3"
"G01R  31/28832","IPC3"
"G01R  31/28833","IPC3"
"G01R  31/28834","IPC3"
"G01R  31/28835","IPC3"
"G01R  31/28836","IPC3"
"G01R  31/28837","IPC3"
"G01R  31/28838","IPC3"
"G01R  31/28839","IPC3"
"G01R  31/2884","IPC3"
"G01R  31/28841","IPC3"
"G01R  31/28842","IPC3"
"G01R  31/28843","IPC3"
"G01R  31/28844","IPC3"
"G01R  31/28845","IPC3"
"G01R  31/28846","IPC3"
"G01R  31/28847","IPC3"
"G01R  31/28848","IPC3"
"G01R  31/28849","IPC3"
"G01R  31/2885","IPC3"
"G01R  31/28851","IPC3"
"G01R  31/28852","IPC3"
"G01R  31/28853","IPC3"
"G01R  31/28854","IPC3"
"G01R  31/28855","IPC3"
"G01R  31/28856","IPC3"
"G01R  31/28857","IPC3"
"G01R  31/28858","IPC3"
"G01R  31/28859","IPC3"
"G01R  31/2886","IPC3"
"G01R  31/28861","IPC3"
"G01R  31/28862","IPC3"
"G01R  31/28863","IPC3"
"G01R  31/28864","IPC3"
"G01R  31/28865","IPC3"
"G01R  31/28866","IPC3"
"G01R  31/28867","IPC3"
"G01R  31/28868","IPC3"
"G01R  31/28869","IPC3"
"G01R  31/2887","IPC3"
"G01R  31/28871","IPC3"
"G01R  31/28872","IPC3"
"G01R  31/28873","IPC3"
"G01R  31/28874","IPC3"
"G01R  31/28875","IPC3"
"G01R  31/28876","IPC3"
"G01R  31/28877","IPC3"
"G01R  31/28878","IPC3"
"G01R  31/28879","IPC3"
"G01R  31/2888","IPC3"
"G01R  31/28881","IPC3"
"G01R  31/28882","IPC3"
"G01R  31/28883","IPC3"
"G01R  31/28884","IPC3"
"G01R  31/28885","IPC3"
"G01R  31/28886","IPC3"
"G01R  31/28887","IPC3"
"G01R  31/28888","IPC3"
"G01R  31/28889","IPC3"
"G01R  31/2889","IPC3"
"G01R  31/28891","IPC3"
"G01R  31/28892","IPC3"
"G01R  31/28893","IPC3"
"G01R  31/28894","IPC3"
"G01R  31/28895","IPC3"
"G01R  31/28896","IPC3"
"G01R  31/28897","IPC3"
"G01R  31/28898","IPC3"
"G01R  31/28899","IPC3"
"G01R  31/289","IPC3"
"G01R  31/28901","IPC3"
"G01R  31/28902","IPC3"
"G01R  31/28903","IPC3"
"G01R  31/28904","IPC3"
"G01R  31/28905","IPC3"
"G01R  31/28906","IPC3"
"G01R  31/28907","IPC3"
"G01R  31/28908","IPC3"
"G01R  31/28909","IPC3"
"G01R  31/2891","IPC3"
"G01R  31/28911","IPC3"
"G01R  31/28912","IPC3"
"G01R  31/28913","IPC3"
"G01R  31/28914","IPC3"
"G01R  31/28915","IPC3"
"G01R  31/28916","IPC3"
"G01R  31/28917","IPC3"
"G01R  31/28918","IPC3"
"G01R  31/28919","IPC3"
"G01R  31/2892","IPC3"
"G01R  31/28921","IPC3"
"G01R  31/28922","IPC3"
"G01R  31/28923","IPC3"
"G01R  31/28924","IPC3"
"G01R  31/28925","IPC3"
"G01R  31/28926","IPC3"
"G01R  31/28927","IPC3"
"G01R  31/28928","IPC3"
"G01R  31/28929","IPC3"
"G01R  31/2893","IPC3"
"G01R  31/28931","IPC3"
"G01R  31/28932","IPC3"
"G01R  31/28933","IPC3"
"G01R  31/28934","IPC3"
"G01R  31/28935","IPC3"
"G01R  31/28936","IPC3"
"G01R  31/28937","IPC3"
"G01R  31/28938","IPC3"
"G01R  31/28939","IPC3"
"G01R  31/2894","IPC3"
"G01R  31/28941","IPC3"
"G01R  31/28942","IPC3"
"G01R  31/28943","IPC3"
"G01R  31/28944","IPC3"
"G01R  31/28945","IPC3"
"G01R  31/28946","IPC3"
"G01R  31/28947","IPC3"
"G01R  31/28948","IPC3"
"G01R  31/28949","IPC3"
"G01R  31/2895","IPC3"
"G01R  31/28951","IPC3"
"G01R  31/28952","IPC3"
"G01R  31/28953","IPC3"
"G01R  31/28954","IPC3"
"G01R  31/28955","IPC3"
"G01R  31/28956","IPC3"
"G01R  31/28957","IPC3"
"G01R  31/28958","IPC3"
"G01R  31/28959","IPC3"
"G01R  31/2896","IPC3"
"G01R  31/28961","IPC3"
"G01R  31/28962","IPC3"
"G01R  31/28963","IPC3"
"G01R  31/28964","IPC3"
"G01R  31/28965","IPC3"
"G01R  31/28966","IPC3"
"G01R  31/28967","IPC3"
"G01R  31/28968","IPC3"
"G01R  31/28969","IPC3"
"G01R  31/2897","IPC3"
"G01R  31/28971","IPC3"
"G01R  31/28972","IPC3"
"G01R  31/28973","IPC3"
"G01R  31/28974","IPC3"
"G01R  31/28975","IPC3"
"G01R  31/28976","IPC3"
"G01R  31/28977","IPC3"
"G01R  31/28978","IPC3"
"G01R  31/28979","IPC3"
"G01R  31/2898","IPC3"
"G01R  31/28981","IPC3"
"G01R  31/28982","IPC3"
"G01R  31/28983","IPC3"
"G01R  31/28984","IPC3"
"G01R  31/28985","IPC3"
"G01R  31/28986","IPC3"
"G01R  31/28987","IPC3"
"G01R  31/28988","IPC3"
"G01R  31/28989","IPC3"
"G01R  31/2899","IPC3"
"G01R  31/28991","IPC3"
"G01R  31/28992","IPC3"
"G01R  31/28993","IPC3"
"G01R  31/28994","IPC3"
"G01R  31/28995","IPC3"
"G01R  31/28996","IPC3"
"G01R  31/28997","IPC3"
"G01R  31/28998","IPC3"
"G01R  31/28999","IPC3"
"G01R  31/29","IPC3"
"G01R  31/29001","IPC3"
"G01R  31/29002","IPC3"
"G01R  31/29003","IPC3"
"G01R  31/29004","IPC3"
"G01R  31/29005","IPC3"
"G01R  31/29006","IPC3"
"G01R  31/29007","IPC3"
"G01R  31/29008","IPC3"
"G01R  31/29009","IPC3"
"G01R  31/2901","IPC3"
"G01R  31/29011","IPC3"
"G01R  31/29012","IPC3"
"G01R  31/29013","IPC3"
"G01R  31/29014","IPC3"
"G01R  31/29015","IPC3"
"G01R  31/29016","IPC3"
"G01R  31/29017","IPC3"
"G01R  31/29018","IPC3"
"G01R  31/29019","IPC3"
"G01R  31/2902","IPC3"
"G01R  31/29021","IPC3"
"G01R  31/29022","IPC3"
"G01R  31/29023","IPC3"
"G01R  31/29024","IPC3"
"G01R  31/29025","IPC3"
"G01R  31/29026","IPC3"
"G01R  31/29027","IPC3"
"G01R  31/29028","IPC3"
"G01R  31/29029","IPC3"
"G01R  31/2903","IPC3"
"G01R  31/29031","IPC3"
"G01R  31/29032","IPC3"
"G01R  31/29033","IPC3"
"G01R  31/29034","IPC3"
"G01R  31/29035","IPC3"
"G01R  31/29036","IPC3"
"G01R  31/29037","IPC3"
"G01R  31/29038","IPC3"
"G01R  31/29039","IPC3"
"G01R  31/2904","IPC3"
"G01R  31/29041","IPC3"
"G01R  31/29042","IPC3"
"G01R  31/29043","IPC3"
"G01R  31/29044","IPC3"
"G01R  31/29045","IPC3"
"G01R  31/29046","IPC3"
"G01R  31/29047","IPC3"
"G01R  31/29048","IPC3"
"G01R  31/29049","IPC3"
"G01R  31/2905","IPC3"
"G01R  31/29051","IPC3"
"G01R  31/29052","IPC3"
"G01R  31/29053","IPC3"
"G01R  31/29054","IPC3"
"G01R  31/29055","IPC3"
"G01R  31/29056","IPC3"
"G01R  31/29057","IPC3"
"G01R  31/29058","IPC3"
"G01R  31/29059","IPC3"
"G01R  31/2906","IPC3"
"G01R  31/29061","IPC3"
"G01R  31/29062","IPC3"
"G01R  31/29063","IPC3"
"G01R  31/29064","IPC3"
"G01R  31/29065","IPC3"
"G01R  31/29066","IPC3"
"G01R  31/29067","IPC3"
"G01R  31/29068","IPC3"
"G01R  31/29069","IPC3"
"G01R  31/2907","IPC3"
"G01R  31/29071","IPC3"
"G01R  31/29072","IPC3"
"G01R  31/29073","IPC3"
"G01R  31/29074","IPC3"
"G01R  31/29075","IPC3"
"G01R  31/29076","IPC3"
"G01R  31/29077","IPC3"
"G01R  31/29078","IPC3"
"G01R  31/29079","IPC3"
"G01R  31/2908","IPC3"
"G01R  31/29081","IPC3"
"G01R  31/29082","IPC3"
"G01R  31/29083","IPC3"
"G01R  31/29084","IPC3"
"G01R  31/29085","IPC3"
"G01R  31/29086","IPC3"
"G01R  31/29087","IPC3"
"G01R  31/29088","IPC3"
"G01R  31/29089","IPC3"
"G01R  31/2909","IPC3"
"G01R  31/29091","IPC3"
"G01R  31/29092","IPC3"
"G01R  31/29093","IPC3"
"G01R  31/29094","IPC3"
