"class_code","group"
"G01R  31/29095","IPC3"
"G01R  31/29096","IPC3"
"G01R  31/29097","IPC3"
"G01R  31/29098","IPC3"
"G01R  31/29099","IPC3"
"G01R  31/291","IPC3"
"G01R  31/29101","IPC3"
"G01R  31/29102","IPC3"
"G01R  31/29103","IPC3"
"G01R  31/29104","IPC3"
"G01R  31/29105","IPC3"
"G01R  31/29106","IPC3"
"G01R  31/29107","IPC3"
"G01R  31/29108","IPC3"
"G01R  31/29109","IPC3"
"G01R  31/2911","IPC3"
"G01R  31/29111","IPC3"
"G01R  31/29112","IPC3"
"G01R  31/29113","IPC3"
"G01R  31/29114","IPC3"
"G01R  31/29115","IPC3"
"G01R  31/29116","IPC3"
"G01R  31/29117","IPC3"
"G01R  31/29118","IPC3"
"G01R  31/29119","IPC3"
"G01R  31/2912","IPC3"
"G01R  31/29121","IPC3"
"G01R  31/29122","IPC3"
"G01R  31/29123","IPC3"
"G01R  31/29124","IPC3"
"G01R  31/29125","IPC3"
"G01R  31/29126","IPC3"
"G01R  31/29127","IPC3"
"G01R  31/29128","IPC3"
"G01R  31/29129","IPC3"
"G01R  31/2913","IPC3"
"G01R  31/29131","IPC3"
"G01R  31/29132","IPC3"
"G01R  31/29133","IPC3"
"G01R  31/29134","IPC3"
"G01R  31/29135","IPC3"
"G01R  31/29136","IPC3"
"G01R  31/29137","IPC3"
"G01R  31/29138","IPC3"
"G01R  31/29139","IPC3"
"G01R  31/2914","IPC3"
"G01R  31/29141","IPC3"
"G01R  31/29142","IPC3"
"G01R  31/29143","IPC3"
"G01R  31/29144","IPC3"
"G01R  31/29145","IPC3"
"G01R  31/29146","IPC3"
"G01R  31/29147","IPC3"
"G01R  31/29148","IPC3"
"G01R  31/29149","IPC3"
"G01R  31/2915","IPC3"
"G01R  31/29151","IPC3"
"G01R  31/29152","IPC3"
"G01R  31/29153","IPC3"
"G01R  31/29154","IPC3"
"G01R  31/29155","IPC3"
"G01R  31/29156","IPC3"
"G01R  31/29157","IPC3"
"G01R  31/29158","IPC3"
"G01R  31/29159","IPC3"
"G01R  31/2916","IPC3"
"G01R  31/29161","IPC3"
"G01R  31/29162","IPC3"
"G01R  31/29163","IPC3"
"G01R  31/29164","IPC3"
"G01R  31/29165","IPC3"
"G01R  31/29166","IPC3"
"G01R  31/29167","IPC3"
"G01R  31/29168","IPC3"
"G01R  31/29169","IPC3"
"G01R  31/2917","IPC3"
"G01R  31/29171","IPC3"
"G01R  31/29172","IPC3"
"G01R  31/29173","IPC3"
"G01R  31/29174","IPC3"
"G01R  31/29175","IPC3"
"G01R  31/29176","IPC3"
"G01R  31/29177","IPC3"
"G01R  31/29178","IPC3"
"G01R  31/29179","IPC3"
"G01R  31/2918","IPC3"
"G01R  31/29181","IPC3"
"G01R  31/29182","IPC3"
"G01R  31/29183","IPC3"
"G01R  31/29184","IPC3"
"G01R  31/29185","IPC3"
"G01R  31/29186","IPC3"
"G01R  31/29187","IPC3"
"G01R  31/29188","IPC3"
"G01R  31/29189","IPC3"
"G01R  31/2919","IPC3"
"G01R  31/29191","IPC3"
"G01R  31/29192","IPC3"
"G01R  31/29193","IPC3"
"G01R  31/29194","IPC3"
"G01R  31/29195","IPC3"
"G01R  31/29196","IPC3"
"G01R  31/29197","IPC3"
"G01R  31/29198","IPC3"
"G01R  31/29199","IPC3"
"G01R  31/292","IPC3"
"G01R  31/29201","IPC3"
"G01R  31/29202","IPC3"
"G01R  31/29203","IPC3"
"G01R  31/29204","IPC3"
"G01R  31/29205","IPC3"
"G01R  31/29206","IPC3"
"G01R  31/29207","IPC3"
"G01R  31/29208","IPC3"
"G01R  31/29209","IPC3"
"G01R  31/2921","IPC3"
"G01R  31/29211","IPC3"
"G01R  31/29212","IPC3"
"G01R  31/29213","IPC3"
"G01R  31/29214","IPC3"
"G01R  31/29215","IPC3"
"G01R  31/29216","IPC3"
"G01R  31/29217","IPC3"
"G01R  31/29218","IPC3"
"G01R  31/29219","IPC3"
"G01R  31/2922","IPC3"
"G01R  31/29221","IPC3"
"G01R  31/29222","IPC3"
"G01R  31/29223","IPC3"
"G01R  31/29224","IPC3"
"G01R  31/29225","IPC3"
"G01R  31/29226","IPC3"
"G01R  31/29227","IPC3"
"G01R  31/29228","IPC3"
"G01R  31/29229","IPC3"
"G01R  31/2923","IPC3"
"G01R  31/29231","IPC3"
"G01R  31/29232","IPC3"
"G01R  31/29233","IPC3"
"G01R  31/29234","IPC3"
"G01R  31/29235","IPC3"
"G01R  31/29236","IPC3"
"G01R  31/29237","IPC3"
"G01R  31/29238","IPC3"
"G01R  31/29239","IPC3"
"G01R  31/2924","IPC3"
"G01R  31/29241","IPC3"
"G01R  31/29242","IPC3"
"G01R  31/29243","IPC3"
"G01R  31/29244","IPC3"
"G01R  31/29245","IPC3"
"G01R  31/29246","IPC3"
"G01R  31/29247","IPC3"
"G01R  31/29248","IPC3"
"G01R  31/29249","IPC3"
"G01R  31/2925","IPC3"
"G01R  31/29251","IPC3"
"G01R  31/29252","IPC3"
"G01R  31/29253","IPC3"
"G01R  31/29254","IPC3"
"G01R  31/29255","IPC3"
"G01R  31/29256","IPC3"
"G01R  31/29257","IPC3"
"G01R  31/29258","IPC3"
"G01R  31/29259","IPC3"
"G01R  31/2926","IPC3"
"G01R  31/29261","IPC3"
"G01R  31/29262","IPC3"
"G01R  31/29263","IPC3"
"G01R  31/29264","IPC3"
"G01R  31/29265","IPC3"
"G01R  31/29266","IPC3"
"G01R  31/29267","IPC3"
"G01R  31/29268","IPC3"
"G01R  31/29269","IPC3"
"G01R  31/2927","IPC3"
"G01R  31/29271","IPC3"
"G01R  31/29272","IPC3"
"G01R  31/29273","IPC3"
"G01R  31/29274","IPC3"
"G01R  31/29275","IPC3"
"G01R  31/29276","IPC3"
"G01R  31/29277","IPC3"
"G01R  31/29278","IPC3"
"G01R  31/29279","IPC3"
"G01R  31/2928","IPC3"
"G01R  31/29281","IPC3"
"G01R  31/29282","IPC3"
"G01R  31/29283","IPC3"
"G01R  31/29284","IPC3"
"G01R  31/29285","IPC3"
"G01R  31/29286","IPC3"
"G01R  31/29287","IPC3"
"G01R  31/29288","IPC3"
"G01R  31/29289","IPC3"
"G01R  31/2929","IPC3"
"G01R  31/29291","IPC3"
"G01R  31/29292","IPC3"
"G01R  31/29293","IPC3"
"G01R  31/29294","IPC3"
"G01R  31/29295","IPC3"
"G01R  31/29296","IPC3"
"G01R  31/29297","IPC3"
"G01R  31/29298","IPC3"
"G01R  31/29299","IPC3"
"G01R  31/293","IPC3"
"G01R  31/29301","IPC3"
"G01R  31/29302","IPC3"
"G01R  31/29303","IPC3"
"G01R  31/29304","IPC3"
"G01R  31/29305","IPC3"
"G01R  31/29306","IPC3"
"G01R  31/29307","IPC3"
"G01R  31/29308","IPC3"
"G01R  31/29309","IPC3"
"G01R  31/2931","IPC3"
"G01R  31/29311","IPC3"
"G01R  31/29312","IPC3"
"G01R  31/29313","IPC3"
"G01R  31/29314","IPC3"
"G01R  31/29315","IPC3"
"G01R  31/29316","IPC3"
"G01R  31/29317","IPC3"
"G01R  31/29318","IPC3"
"G01R  31/29319","IPC3"
"G01R  31/2932","IPC3"
"G01R  31/29321","IPC3"
"G01R  31/29322","IPC3"
"G01R  31/29323","IPC3"
"G01R  31/29324","IPC3"
"G01R  31/29325","IPC3"
"G01R  31/29326","IPC3"
"G01R  31/29327","IPC3"
"G01R  31/29328","IPC3"
"G01R  31/29329","IPC3"
"G01R  31/2933","IPC3"
"G01R  31/29331","IPC3"
"G01R  31/29332","IPC3"
"G01R  31/29333","IPC3"
"G01R  31/29334","IPC3"
"G01R  31/29335","IPC3"
"G01R  31/29336","IPC3"
"G01R  31/29337","IPC3"
"G01R  31/29338","IPC3"
"G01R  31/29339","IPC3"
"G01R  31/2934","IPC3"
"G01R  31/29341","IPC3"
"G01R  31/29342","IPC3"
"G01R  31/29343","IPC3"
"G01R  31/29344","IPC3"
"G01R  31/29345","IPC3"
"G01R  31/29346","IPC3"
"G01R  31/29347","IPC3"
"G01R  31/29348","IPC3"
"G01R  31/29349","IPC3"
"G01R  31/2935","IPC3"
"G01R  31/29351","IPC3"
"G01R  31/29352","IPC3"
"G01R  31/29353","IPC3"
"G01R  31/29354","IPC3"
"G01R  31/29355","IPC3"
"G01R  31/29356","IPC3"
"G01R  31/29357","IPC3"
"G01R  31/29358","IPC3"
"G01R  31/29359","IPC3"
"G01R  31/2936","IPC3"
"G01R  31/29361","IPC3"
"G01R  31/29362","IPC3"
"G01R  31/29363","IPC3"
"G01R  31/29364","IPC3"
"G01R  31/29365","IPC3"
"G01R  31/29366","IPC3"
"G01R  31/29367","IPC3"
"G01R  31/29368","IPC3"
"G01R  31/29369","IPC3"
"G01R  31/2937","IPC3"
"G01R  31/29371","IPC3"
"G01R  31/29372","IPC3"
"G01R  31/29373","IPC3"
"G01R  31/29374","IPC3"
"G01R  31/29375","IPC3"
"G01R  31/29376","IPC3"
"G01R  31/29377","IPC3"
"G01R  31/29378","IPC3"
"G01R  31/29379","IPC3"
"G01R  31/2938","IPC3"
"G01R  31/29381","IPC3"
"G01R  31/29382","IPC3"
"G01R  31/29383","IPC3"
"G01R  31/29384","IPC3"
"G01R  31/29385","IPC3"
"G01R  31/29386","IPC3"
"G01R  31/29387","IPC3"
"G01R  31/29388","IPC3"
"G01R  31/29389","IPC3"
"G01R  31/2939","IPC3"
"G01R  31/29391","IPC3"
"G01R  31/29392","IPC3"
"G01R  31/29393","IPC3"
"G01R  31/29394","IPC3"
"G01R  31/29395","IPC3"
"G01R  31/29396","IPC3"
"G01R  31/29397","IPC3"
"G01R  31/29398","IPC3"
"G01R  31/29399","IPC3"
"G01R  31/294","IPC3"
"G01R  31/29401","IPC3"
"G01R  31/29402","IPC3"
"G01R  31/29403","IPC3"
"G01R  31/29404","IPC3"
"G01R  31/29405","IPC3"
"G01R  31/29406","IPC3"
"G01R  31/29407","IPC3"
"G01R  31/29408","IPC3"
"G01R  31/29409","IPC3"
"G01R  31/2941","IPC3"
"G01R  31/29411","IPC3"
"G01R  31/29412","IPC3"
"G01R  31/29413","IPC3"
"G01R  31/29414","IPC3"
"G01R  31/29415","IPC3"
"G01R  31/29416","IPC3"
"G01R  31/29417","IPC3"
"G01R  31/29418","IPC3"
"G01R  31/29419","IPC3"
"G01R  31/2942","IPC3"
"G01R  31/29421","IPC3"
"G01R  31/29422","IPC3"
"G01R  31/29423","IPC3"
"G01R  31/29424","IPC3"
"G01R  31/29425","IPC3"
"G01R  31/29426","IPC3"
"G01R  31/29427","IPC3"
"G01R  31/29428","IPC3"
"G01R  31/29429","IPC3"
"G01R  31/2943","IPC3"
"G01R  31/29431","IPC3"
"G01R  31/29432","IPC3"
"G01R  31/29433","IPC3"
"G01R  31/29434","IPC3"
"G01R  31/29435","IPC3"
"G01R  31/29436","IPC3"
"G01R  31/29437","IPC3"
"G01R  31/29438","IPC3"
"G01R  31/29439","IPC3"
"G01R  31/2944","IPC3"
"G01R  31/29441","IPC3"
"G01R  31/29442","IPC3"
"G01R  31/29443","IPC3"
"G01R  31/29444","IPC3"
"G01R  31/29445","IPC3"
"G01R  31/29446","IPC3"
"G01R  31/29447","IPC3"
"G01R  31/29448","IPC3"
"G01R  31/29449","IPC3"
"G01R  31/2945","IPC3"
"G01R  31/29451","IPC3"
"G01R  31/29452","IPC3"
"G01R  31/29453","IPC3"
"G01R  31/29454","IPC3"
"G01R  31/29455","IPC3"
"G01R  31/29456","IPC3"
"G01R  31/29457","IPC3"
"G01R  31/29458","IPC3"
"G01R  31/29459","IPC3"
"G01R  31/2946","IPC3"
"G01R  31/29461","IPC3"
"G01R  31/29462","IPC3"
"G01R  31/29463","IPC3"
"G01R  31/29464","IPC3"
"G01R  31/29465","IPC3"
"G01R  31/29466","IPC3"
"G01R  31/29467","IPC3"
"G01R  31/29468","IPC3"
"G01R  31/29469","IPC3"
"G01R  31/2947","IPC3"
"G01R  31/29471","IPC3"
"G01R  31/29472","IPC3"
"G01R  31/29473","IPC3"
"G01R  31/29474","IPC3"
"G01R  31/29475","IPC3"
"G01R  31/29476","IPC3"
"G01R  31/29477","IPC3"
"G01R  31/29478","IPC3"
"G01R  31/29479","IPC3"
"G01R  31/2948","IPC3"
"G01R  31/29481","IPC3"
"G01R  31/29482","IPC3"
"G01R  31/29483","IPC3"
"G01R  31/29484","IPC3"
"G01R  31/29485","IPC3"
"G01R  31/29486","IPC3"
"G01R  31/29487","IPC3"
"G01R  31/29488","IPC3"
"G01R  31/29489","IPC3"
"G01R  31/2949","IPC3"
"G01R  31/29491","IPC3"
"G01R  31/29492","IPC3"
"G01R  31/29493","IPC3"
"G01R  31/29494","IPC3"
"G01R  31/29495","IPC3"
"G01R  31/29496","IPC3"
"G01R  31/29497","IPC3"
"G01R  31/29498","IPC3"
"G01R  31/29499","IPC3"
"G01R  31/295","IPC3"
"G01R  31/29501","IPC3"
"G01R  31/29502","IPC3"
"G01R  31/29503","IPC3"
"G01R  31/29504","IPC3"
"G01R  31/29505","IPC3"
"G01R  31/29506","IPC3"
"G01R  31/29507","IPC3"
"G01R  31/29508","IPC3"
"G01R  31/29509","IPC3"
"G01R  31/2951","IPC3"
"G01R  31/29511","IPC3"
"G01R  31/29512","IPC3"
"G01R  31/29513","IPC3"
"G01R  31/29514","IPC3"
"G01R  31/29515","IPC3"
"G01R  31/29516","IPC3"
"G01R  31/29517","IPC3"
"G01R  31/29518","IPC3"
"G01R  31/29519","IPC3"
"G01R  31/2952","IPC3"
"G01R  31/29521","IPC3"
"G01R  31/29522","IPC3"
"G01R  31/29523","IPC3"
"G01R  31/29524","IPC3"
"G01R  31/29525","IPC3"
"G01R  31/29526","IPC3"
"G01R  31/29527","IPC3"
"G01R  31/29528","IPC3"
"G01R  31/29529","IPC3"
"G01R  31/2953","IPC3"
"G01R  31/29531","IPC3"
"G01R  31/29532","IPC3"
"G01R  31/29533","IPC3"
"G01R  31/29534","IPC3"
"G01R  31/29535","IPC3"
"G01R  31/29536","IPC3"
"G01R  31/29537","IPC3"
"G01R  31/29538","IPC3"
"G01R  31/29539","IPC3"
"G01R  31/2954","IPC3"
"G01R  31/29541","IPC3"
"G01R  31/29542","IPC3"
"G01R  31/29543","IPC3"
"G01R  31/29544","IPC3"
"G01R  31/29545","IPC3"
"G01R  31/29546","IPC3"
"G01R  31/29547","IPC3"
"G01R  31/29548","IPC3"
"G01R  31/29549","IPC3"
"G01R  31/2955","IPC3"
"G01R  31/29551","IPC3"
"G01R  31/29552","IPC3"
"G01R  31/29553","IPC3"
"G01R  31/29554","IPC3"
"G01R  31/29555","IPC3"
"G01R  31/29556","IPC3"
"G01R  31/29557","IPC3"
"G01R  31/29558","IPC3"
"G01R  31/29559","IPC3"
"G01R  31/2956","IPC3"
"G01R  31/29561","IPC3"
"G01R  31/29562","IPC3"
"G01R  31/29563","IPC3"
"G01R  31/29564","IPC3"
"G01R  31/29565","IPC3"
"G01R  31/29566","IPC3"
"G01R  31/29567","IPC3"
"G01R  31/29568","IPC3"
"G01R  31/29569","IPC3"
"G01R  31/2957","IPC3"
"G01R  31/29571","IPC3"
"G01R  31/29572","IPC3"
"G01R  31/29573","IPC3"
"G01R  31/29574","IPC3"
"G01R  31/29575","IPC3"
"G01R  31/29576","IPC3"
"G01R  31/29577","IPC3"
"G01R  31/29578","IPC3"
"G01R  31/29579","IPC3"
"G01R  31/2958","IPC3"
"G01R  31/29581","IPC3"
"G01R  31/29582","IPC3"
"G01R  31/29583","IPC3"
"G01R  31/29584","IPC3"
"G01R  31/29585","IPC3"
"G01R  31/29586","IPC3"
"G01R  31/29587","IPC3"
"G01R  31/29588","IPC3"
"G01R  31/29589","IPC3"
"G01R  31/2959","IPC3"
"G01R  31/29591","IPC3"
"G01R  31/29592","IPC3"
"G01R  31/29593","IPC3"
"G01R  31/29594","IPC3"
"G01R  31/29595","IPC3"
"G01R  31/29596","IPC3"
"G01R  31/29597","IPC3"
"G01R  31/29598","IPC3"
"G01R  31/29599","IPC3"
"G01R  31/296","IPC3"
"G01R  31/29601","IPC3"
"G01R  31/29602","IPC3"
"G01R  31/29603","IPC3"
"G01R  31/29604","IPC3"
"G01R  31/29605","IPC3"
"G01R  31/29606","IPC3"
"G01R  31/29607","IPC3"
"G01R  31/29608","IPC3"
"G01R  31/29609","IPC3"
"G01R  31/2961","IPC3"
"G01R  31/29611","IPC3"
"G01R  31/29612","IPC3"
"G01R  31/29613","IPC3"
"G01R  31/29614","IPC3"
"G01R  31/29615","IPC3"
"G01R  31/29616","IPC3"
"G01R  31/29617","IPC3"
"G01R  31/29618","IPC3"
"G01R  31/29619","IPC3"
"G01R  31/2962","IPC3"
"G01R  31/29621","IPC3"
"G01R  31/29622","IPC3"
"G01R  31/29623","IPC3"
"G01R  31/29624","IPC3"
"G01R  31/29625","IPC3"
"G01R  31/29626","IPC3"
"G01R  31/29627","IPC3"
"G01R  31/29628","IPC3"
"G01R  31/29629","IPC3"
"G01R  31/2963","IPC3"
"G01R  31/29631","IPC3"
"G01R  31/29632","IPC3"
"G01R  31/29633","IPC3"
"G01R  31/29634","IPC3"
"G01R  31/29635","IPC3"
"G01R  31/29636","IPC3"
"G01R  31/29637","IPC3"
"G01R  31/29638","IPC3"
"G01R  31/29639","IPC3"
"G01R  31/2964","IPC3"
"G01R  31/29641","IPC3"
"G01R  31/29642","IPC3"
"G01R  31/29643","IPC3"
"G01R  31/29644","IPC3"
"G01R  31/29645","IPC3"
"G01R  31/29646","IPC3"
"G01R  31/29647","IPC3"
"G01R  31/29648","IPC3"
"G01R  31/29649","IPC3"
"G01R  31/2965","IPC3"
"G01R  31/29651","IPC3"
"G01R  31/29652","IPC3"
"G01R  31/29653","IPC3"
"G01R  31/29654","IPC3"
"G01R  31/29655","IPC3"
"G01R  31/29656","IPC3"
"G01R  31/29657","IPC3"
"G01R  31/29658","IPC3"
"G01R  31/29659","IPC3"
"G01R  31/2966","IPC3"
"G01R  31/29661","IPC3"
"G01R  31/29662","IPC3"
"G01R  31/29663","IPC3"
"G01R  31/29664","IPC3"
"G01R  31/29665","IPC3"
"G01R  31/29666","IPC3"
"G01R  31/29667","IPC3"
"G01R  31/29668","IPC3"
"G01R  31/29669","IPC3"
"G01R  31/2967","IPC3"
"G01R  31/29671","IPC3"
"G01R  31/29672","IPC3"
"G01R  31/29673","IPC3"
"G01R  31/29674","IPC3"
"G01R  31/29675","IPC3"
"G01R  31/29676","IPC3"
"G01R  31/29677","IPC3"
"G01R  31/29678","IPC3"
"G01R  31/29679","IPC3"
"G01R  31/2968","IPC3"
"G01R  31/29681","IPC3"
"G01R  31/29682","IPC3"
"G01R  31/29683","IPC3"
"G01R  31/29684","IPC3"
"G01R  31/29685","IPC3"
"G01R  31/29686","IPC3"
"G01R  31/29687","IPC3"
"G01R  31/29688","IPC3"
"G01R  31/29689","IPC3"
"G01R  31/2969","IPC3"
"G01R  31/29691","IPC3"
"G01R  31/29692","IPC3"
"G01R  31/29693","IPC3"
"G01R  31/29694","IPC3"
"G01R  31/29695","IPC3"
"G01R  31/29696","IPC3"
"G01R  31/29697","IPC3"
"G01R  31/29698","IPC3"
"G01R  31/29699","IPC3"
"G01R  31/297","IPC3"
"G01R  31/29701","IPC3"
"G01R  31/29702","IPC3"
"G01R  31/29703","IPC3"
"G01R  31/29704","IPC3"
"G01R  31/29705","IPC3"
"G01R  31/29706","IPC3"
"G01R  31/29707","IPC3"
"G01R  31/29708","IPC3"
"G01R  31/29709","IPC3"
"G01R  31/2971","IPC3"
"G01R  31/29711","IPC3"
"G01R  31/29712","IPC3"
"G01R  31/29713","IPC3"
"G01R  31/29714","IPC3"
"G01R  31/29715","IPC3"
"G01R  31/29716","IPC3"
"G01R  31/29717","IPC3"
"G01R  31/29718","IPC3"
"G01R  31/29719","IPC3"
"G01R  31/2972","IPC3"
"G01R  31/29721","IPC3"
"G01R  31/29722","IPC3"
"G01R  31/29723","IPC3"
"G01R  31/29724","IPC3"
"G01R  31/29725","IPC3"
"G01R  31/29726","IPC3"
"G01R  31/29727","IPC3"
"G01R  31/29728","IPC3"
"G01R  31/29729","IPC3"
"G01R  31/2973","IPC3"
"G01R  31/29731","IPC3"
"G01R  31/29732","IPC3"
"G01R  31/29733","IPC3"
"G01R  31/29734","IPC3"
"G01R  31/29735","IPC3"
"G01R  31/29736","IPC3"
"G01R  31/29737","IPC3"
"G01R  31/29738","IPC3"
"G01R  31/29739","IPC3"
"G01R  31/2974","IPC3"
"G01R  31/29741","IPC3"
"G01R  31/29742","IPC3"
"G01R  31/29743","IPC3"
"G01R  31/29744","IPC3"
"G01R  31/29745","IPC3"
"G01R  31/29746","IPC3"
"G01R  31/29747","IPC3"
"G01R  31/29748","IPC3"
"G01R  31/29749","IPC3"
"G01R  31/2975","IPC3"
"G01R  31/29751","IPC3"
"G01R  31/29752","IPC3"
"G01R  31/29753","IPC3"
"G01R  31/29754","IPC3"
"G01R  31/29755","IPC3"
"G01R  31/29756","IPC3"
"G01R  31/29757","IPC3"
"G01R  31/29758","IPC3"
"G01R  31/29759","IPC3"
"G01R  31/2976","IPC3"
"G01R  31/29761","IPC3"
"G01R  31/29762","IPC3"
"G01R  31/29763","IPC3"
"G01R  31/29764","IPC3"
"G01R  31/29765","IPC3"
"G01R  31/29766","IPC3"
"G01R  31/29767","IPC3"
"G01R  31/29768","IPC3"
"G01R  31/29769","IPC3"
"G01R  31/2977","IPC3"
"G01R  31/29771","IPC3"
"G01R  31/29772","IPC3"
"G01R  31/29773","IPC3"
"G01R  31/29774","IPC3"
"G01R  31/29775","IPC3"
"G01R  31/29776","IPC3"
"G01R  31/29777","IPC3"
"G01R  31/29778","IPC3"
"G01R  31/29779","IPC3"
"G01R  31/2978","IPC3"
"G01R  31/29781","IPC3"
"G01R  31/29782","IPC3"
"G01R  31/29783","IPC3"
"G01R  31/29784","IPC3"
"G01R  31/29785","IPC3"
"G01R  31/29786","IPC3"
"G01R  31/29787","IPC3"
"G01R  31/29788","IPC3"
"G01R  31/29789","IPC3"
"G01R  31/2979","IPC3"
"G01R  31/29791","IPC3"
"G01R  31/29792","IPC3"
"G01R  31/29793","IPC3"
"G01R  31/29794","IPC3"
"G01R  31/29795","IPC3"
"G01R  31/29796","IPC3"
"G01R  31/29797","IPC3"
"G01R  31/29798","IPC3"
"G01R  31/29799","IPC3"
"G01R  31/298","IPC3"
"G01R  31/29801","IPC3"
"G01R  31/29802","IPC3"
"G01R  31/29803","IPC3"
"G01R  31/29804","IPC3"
"G01R  31/29805","IPC3"
"G01R  31/29806","IPC3"
"G01R  31/29807","IPC3"
"G01R  31/29808","IPC3"
"G01R  31/29809","IPC3"
"G01R  31/2981","IPC3"
"G01R  31/29811","IPC3"
"G01R  31/29812","IPC3"
"G01R  31/29813","IPC3"
"G01R  31/29814","IPC3"
"G01R  31/29815","IPC3"
"G01R  31/29816","IPC3"
"G01R  31/29817","IPC3"
"G01R  31/29818","IPC3"
"G01R  31/29819","IPC3"
"G01R  31/2982","IPC3"
"G01R  31/29821","IPC3"
"G01R  31/29822","IPC3"
"G01R  31/29823","IPC3"
"G01R  31/29824","IPC3"
"G01R  31/29825","IPC3"
"G01R  31/29826","IPC3"
"G01R  31/29827","IPC3"
"G01R  31/29828","IPC3"
"G01R  31/29829","IPC3"
"G01R  31/2983","IPC3"
"G01R  31/29831","IPC3"
"G01R  31/29832","IPC3"
"G01R  31/29833","IPC3"
"G01R  31/29834","IPC3"
"G01R  31/29835","IPC3"
"G01R  31/29836","IPC3"
"G01R  31/29837","IPC3"
"G01R  31/29838","IPC3"
"G01R  31/29839","IPC3"
"G01R  31/2984","IPC3"
"G01R  31/29841","IPC3"
"G01R  31/29842","IPC3"
"G01R  31/29843","IPC3"
"G01R  31/29844","IPC3"
"G01R  31/29845","IPC3"
"G01R  31/29846","IPC3"
"G01R  31/29847","IPC3"
"G01R  31/29848","IPC3"
"G01R  31/29849","IPC3"
"G01R  31/2985","IPC3"
"G01R  31/29851","IPC3"
"G01R  31/29852","IPC3"
"G01R  31/29853","IPC3"
"G01R  31/29854","IPC3"
"G01R  31/29855","IPC3"
"G01R  31/29856","IPC3"
"G01R  31/29857","IPC3"
"G01R  31/29858","IPC3"
"G01R  31/29859","IPC3"
"G01R  31/2986","IPC3"
"G01R  31/29861","IPC3"
"G01R  31/29862","IPC3"
"G01R  31/29863","IPC3"
"G01R  31/29864","IPC3"
"G01R  31/29865","IPC3"
"G01R  31/29866","IPC3"
"G01R  31/29867","IPC3"
"G01R  31/29868","IPC3"
"G01R  31/29869","IPC3"
"G01R  31/2987","IPC3"
"G01R  31/29871","IPC3"
"G01R  31/29872","IPC3"
"G01R  31/29873","IPC3"
"G01R  31/29874","IPC3"
"G01R  31/29875","IPC3"
"G01R  31/29876","IPC3"
"G01R  31/29877","IPC3"
"G01R  31/29878","IPC3"
"G01R  31/29879","IPC3"
"G01R  31/2988","IPC3"
"G01R  31/29881","IPC3"
"G01R  31/29882","IPC3"
"G01R  31/29883","IPC3"
"G01R  31/29884","IPC3"
"G01R  31/29885","IPC3"
"G01R  31/29886","IPC3"
"G01R  31/29887","IPC3"
"G01R  31/29888","IPC3"
"G01R  31/29889","IPC3"
"G01R  31/2989","IPC3"
"G01R  31/29891","IPC3"
"G01R  31/29892","IPC3"
"G01R  31/29893","IPC3"
"G01R  31/29894","IPC3"
"G01R  31/29895","IPC3"
"G01R  31/29896","IPC3"
"G01R  31/29897","IPC3"
"G01R  31/29898","IPC3"
"G01R  31/29899","IPC3"
"G01R  31/299","IPC3"
"G01R  31/29901","IPC3"
"G01R  31/29902","IPC3"
"G01R  31/29903","IPC3"
"G01R  31/29904","IPC3"
"G01R  31/29905","IPC3"
"G01R  31/29906","IPC3"
"G01R  31/29907","IPC3"
"G01R  31/29908","IPC3"
"G01R  31/29909","IPC3"
"G01R  31/2991","IPC3"
"G01R  31/29911","IPC3"
"G01R  31/29912","IPC3"
"G01R  31/29913","IPC3"
"G01R  31/29914","IPC3"
"G01R  31/29915","IPC3"
"G01R  31/29916","IPC3"
"G01R  31/29917","IPC3"
"G01R  31/29918","IPC3"
"G01R  31/29919","IPC3"
"G01R  31/2992","IPC3"
"G01R  31/29921","IPC3"
"G01R  31/29922","IPC3"
"G01R  31/29923","IPC3"
"G01R  31/29924","IPC3"
"G01R  31/29925","IPC3"
"G01R  31/29926","IPC3"
"G01R  31/29927","IPC3"
"G01R  31/29928","IPC3"
"G01R  31/29929","IPC3"
"G01R  31/2993","IPC3"
"G01R  31/29931","IPC3"
"G01R  31/29932","IPC3"
"G01R  31/29933","IPC3"
"G01R  31/29934","IPC3"
"G01R  31/29935","IPC3"
"G01R  31/29936","IPC3"
"G01R  31/29937","IPC3"
"G01R  31/29938","IPC3"
"G01R  31/29939","IPC3"
"G01R  31/2994","IPC3"
"G01R  31/29941","IPC3"
"G01R  31/29942","IPC3"
"G01R  31/29943","IPC3"
"G01R  31/29944","IPC3"
"G01R  31/29945","IPC3"
"G01R  31/29946","IPC3"
"G01R  31/29947","IPC3"
"G01R  31/29948","IPC3"
"G01R  31/29949","IPC3"
"G01R  31/2995","IPC3"
"G01R  31/29951","IPC3"
"G01R  31/29952","IPC3"
"G01R  31/29953","IPC3"
"G01R  31/29954","IPC3"
"G01R  31/29955","IPC3"
"G01R  31/29956","IPC3"
"G01R  31/29957","IPC3"
"G01R  31/29958","IPC3"
"G01R  31/29959","IPC3"
"G01R  31/2996","IPC3"
"G01R  31/29961","IPC3"
"G01R  31/29962","IPC3"
"G01R  31/29963","IPC3"
"G01R  31/29964","IPC3"
"G01R  31/29965","IPC3"
"G01R  31/29966","IPC3"
"G01R  31/29967","IPC3"
"G01R  31/29968","IPC3"
"G01R  31/29969","IPC3"
